grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
171,100788,논리적글쓰기,Logical Writing,,11007,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,인아영,A-Young In,어의관-311,Eoui Hall(040)-311,보기,N,,공통필수,공통필수
172,100788,논리적글쓰기,Logical Writing,,11006,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,인아영,A-Young In,어의관-311,Eoui Hall(040)-311,보기,N,,공통필수,공통필수
173,100788,논리적글쓰기,Logical Writing,,11033,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김민수,김민수,어의관-309,Eoui Hall(040)-309,보기,N,,공통필수,공통필수
174,100788,논리적글쓰기,Logical Writing,,11011,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,양정현,양정현,어의관-314,Eoui Hall(040)-314,보기,N,,공통필수,공통필수
175,100788,논리적글쓰기,Logical Writing,,11012,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,채송화,채송화,어의관-313,Eoui Hall(040)-313,보기,N,,공통필수,공통필수
176,100788,논리적글쓰기,Logical Writing,,11005,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,전승주,전승주,어의관-310,Eoui Hall(040)-310,보기,N,,공통필수,공통필수
177,100788,논리적글쓰기,Logical Writing,,11004,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조지혜,조지혜,어의관-314,Eoui Hall(040)-314,보기,N,,공통필수,공통필수
178,100788,논리적글쓰기,Logical Writing,,11013,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,채송화,채송화,어의관-313,Eoui Hall(040)-313,보기,N,,공통필수,공통필수
179,100788,논리적글쓰기,Logical Writing,,11002,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정기인,"Chong, Ki In",어의관-317,Eoui Hall(040)-317,보기,N,,공통필수,공통필수
180,100788,논리적글쓰기,Logical Writing,,11014,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,남재민,남재민,어의관-203,Eoui Hall(040)-203,보기,N,,공통필수,공통필수
181,100788,논리적글쓰기,Logical Writing,,11015,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,남재민,남재민,어의관-203,Eoui Hall(040)-203,보기,N,,공통필수,공통필수
182,100788,논리적글쓰기,Logical Writing,,11016,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이원지,Wonjee Lee,어의관-102,Eoui Hall(040)-102,보기,N,,공통필수,공통필수
183,100788,논리적글쓰기,Logical Writing,,11017,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이원지,Wonjee Lee,어의관-102,Eoui Hall(040)-102,보기,N,,공통필수,공통필수
184,100789,AI혁명과법,AI Revolution and Law,,31001,교선,General Education Elective,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강기홍,"Kang, Kee-Hong",상상관-818,Sangsang Hall(53)-818,보기,N,,,
185,100796,봉사활동(1),Social Work(1),,31001,교선,General Education Elective,1,토(14),Sat(14),999,교양대학,College of Liberal Arts,학생처,Office of Student Affairs,김태희,Taehee Kim,,,보기,Y,,사회봉사,Social voluntary activities
186,100797,봉사활동(2),Social Work(2),,31001,교선,General Education Elective,1,토(14),Sat(14),999,교양대학,College of Liberal Arts,학생처,Office of Student Affairs,김주한,"Kim, JooHan",,,보기,Y,,사회봉사,Social voluntary activities
187,100798,사회의이해,Understanding Society,,31007,교필,General Education Required Course,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박상희,Sang-Hee Park,어의관-211,Eoui Hall(040)-211,보기,N,,"택1, 제3영역","택1, 제3영역"
188,100798,사회의이해,Understanding Society,,31005,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김성윤,Sung-Yoon Kim,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제3영역","택1, 제3영역"
189,100798,사회의이해,Understanding Society,,31006,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박상희,Sang-Hee Park,어의관-211,Eoui Hall(040)-211,보기,N,,"택1, 제3영역","택1, 제3영역"
190,100798,사회의이해,Understanding Society,,31008,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박상희,Sang-Hee Park,어의관-211,Eoui Hall(040)-211,보기,N,,"택1, 제3영역","택1, 제3영역"
191,100798,사회의이해,Understanding Society,,31001,교필,General Education Required Course,3,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조명희,조명희,어의관-102,Eoui Hall(040)-102,보기,N,,"택1, 제3영역","택1, 제3영역"
192,100798,사회의이해,Understanding Society,,31002,교필,General Education Required Course,3,화(5 ~ 7),Tue(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조명희,조명희,어의관-102,Eoui Hall(040)-102,보기,N,,"택1, 제3영역","택1, 제3영역"
193,100798,사회의이해,Understanding Society,,31003,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,홍주환,"HONG, JOO HWAN",어의관-211,Eoui Hall(040)-211,보기,N,,"택1, 제3영역","택1, 제3영역"
194,100798,사회의이해,Understanding Society,,31004,교필,General Education Required Course,3,월(2 ~ 4),Mon(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,윤여령,윤여령,어의관-212,Eoui Hall(040)-212,보기,N,,"택1, 제3영역","택1, 제3영역"
195,100799,정치의이해,Understanding Politics,,31002,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김영순,"Kim, Yeong-Soon",어의관-506,Eoui Hall(040)-506,보기,N,,"택1, 제3영역","택1, 제3영역"
196,100799,정치의이해,Understanding Politics,,31008,교필,General Education Required Course,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,윤왕희,윤왕희,어의관-103,Eoui Hall(040)-103,보기,N,,"택1, 제3영역","택1, 제3영역"
197,100799,정치의이해,Understanding Politics,,31007,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조한나,조한나,어의관-103,Eoui Hall(040)-103,보기,N,,"택1, 제3영역","택1, 제3영역"
198,100799,정치의이해,Understanding Politics,외국인 전용 영어강좌,31001,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이진명,"Lee, Jin Myoung",어의관-313,Eoui Hall(040)-313,보기,Y,,"영어전용(M)   택1, 제3영역","Offered in English   택1, 제3영역"
199,100799,정치의이해,Understanding Politics,,31004,교필,General Education Required Course,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,장명학,장명학,어의관-308,Eoui Hall(040)-308,보기,N,,"택1, 제3영역","택1, 제3영역"
200,100799,정치의이해,Understanding Politics,,31006,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조한나,조한나,어의관-103,Eoui Hall(040)-103,보기,N,,"택1, 제3영역","택1, 제3영역"
201,100799,정치의이해,Understanding Politics,,31005,교필,General Education Required Course,3,수(6 ~ 8),Wed(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,장명학,장명학,어의관-308,Eoui Hall(040)-308,보기,N,,"택1, 제3영역","택1, 제3영역"
202,100799,정치의이해,Understanding Politics,,31009,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,윤왕희,윤왕희,어의관-103,Eoui Hall(040)-103,보기,N,,"택1, 제3영역","택1, 제3영역"
203,100799,정치의이해,Understanding Politics,,31003,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김영순,"Kim, Yeong-Soon",어의관-506,Eoui Hall(040)-506,보기,N,,"택1, 제3영역","택1, 제3영역"
204,100813,동양문명의이해,Understanding of Eastern Civilization,,31001,교선,General Education Elective,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김성수,SUNG SOO. KIM,어의관-506,Eoui Hall(040)-506,보기,N,,,
205,100816,고급미분적분학(1),Advanced Calculus(1),,11005,교필,General Education Required Course,3,"수(8 ~ 9), 금(3 ~ 4)","Wed(8 ~ 9), Fri(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,박경호,박경호,다빈치관-013 다빈치관-013,Davinci Hall(039)-013,보기,N,,학문기초교양,학문기초교양
206,100816,고급미분적분학(1),Advanced Calculus(1),,11002,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,박윤경,"Park, Yoon Kyung",어의관-308 어의관-308,Eoui Hall(040)-308,보기,N,,학문기초교양,학문기초교양
207,100816,고급미분적분학(1),Advanced Calculus(1),,11003,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김현수,김현수,다빈치관-219 다빈치관-219,Davinci Hall(039)-219,보기,N,,학문기초교양,학문기초교양
208,100816,고급미분적분학(1),Advanced Calculus(1),,11001,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김건우,"Kim,Geonwoo",어의관-203 어의관-203,Eoui Hall(040)-203,보기,N,,학문기초교양,학문기초교양
209,100816,고급미분적분학(1),Advanced Calculus(1),,11004,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,박경호,박경호,다빈치관-013 다빈치관-013,Davinci Hall(039)-013,보기,N,,학문기초교양,학문기초교양
210,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31010,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이은정,이은정,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
211,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31012,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,안재익,AHN JAEIK,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제2영역","택1, 제2영역"
212,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31002,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김남섭,"Kim, Namsub",어의관-412,Eoui Hall(040)-412,보기,N,,"택1, 제2영역","택1, 제2영역"
213,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31005,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,유현정,유현정,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제2영역","택1, 제2영역"
214,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31006,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,유현정,유현정,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제2영역","택1, 제2영역"
215,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31011,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,변우희,변우희,어의관-203,Eoui Hall(040)-203,보기,N,,"택1, 제2영역","택1, 제2영역"
216,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31009,교필,General Education Required Course,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,안민석,안민석,어의관-101,Eoui Hall(040)-101,보기,N,,"택1, 제2영역","택1, 제2영역"
217,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31001,교필,General Education Required Course,3,목(5 ~ 7),Thu(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김남섭,"Kim, Namsub",어의관-412,Eoui Hall(040)-412,보기,N,,"택1, 제2영역","택1, 제2영역"
218,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31008,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김지혜,김지혜,어의관-101,Eoui Hall(040)-101,보기,N,,"택1, 제2영역","택1, 제2영역"
219,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31007,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박용진,박용진,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
220,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31004,교필,General Education Required Course,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김성수,SUNG SOO. KIM,어의관-506,Eoui Hall(040)-506,보기,N,,"택1, 제2영역","택1, 제2영역"
221,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31003,교필,General Education Required Course,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김성수,SUNG SOO. KIM,어의관-506,Eoui Hall(040)-506,보기,N,,"택1, 제2영역","택1, 제2영역"
222,100831,경제의이해,Understanding Economy,,31002,교필,General Education Required Course,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이혁주,"Rhee, Hyok-Joo",상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제3영역","택1, 제3영역"
223,100831,경제의이해,Understanding Economy,,31004,교필,General Education Required Course,3,월(2 ~ 4),Mon(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,손종억,Jongeok Son,어의관-211,Eoui Hall(040)-211,보기,N,,"택1, 제3영역","택1, 제3영역"
224,100831,경제의이해,Understanding Economy,,31001,교필,General Education Required Course,3,화(6 ~ 8),Tue(6 ~ 8),110,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이상욱,"Lee, SangWook",무궁관-911,Mugung Hall(057)-911,보기,N,,"택1, 제3영역","택1, 제3영역"
225,100861,현대예술의이해,Understanding Contemporary Art,,31003,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이대범,Lee Dae Bum,어의관-302,Eoui Hall(040)-302,보기,N,,"택1, 제2영역","택1, 제2영역"
226,100861,현대예술의이해,Understanding Contemporary Art,영어강좌,31001,교필,General Education Required Course,3,월(5 ~ 7),Mon(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강경래,Kyoung-Lae kang,어의관-313,Eoui Hall(040)-313,보기,Y,,"영어전용(M)   택1, 제2영역","Offered in English   택1, 제2영역"
227,100861,현대예술의이해,Understanding Contemporary Art,,31005,교필,General Education Required Course,3,화(6 ~ 8),Tue(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고연정,고연정,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제2영역","택1, 제2영역"
228,100861,현대예술의이해,Understanding Contemporary Art,,31004,교필,General Education Required Course,3,화(3 ~ 5),Tue(3 ~ 5),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고연정,고연정,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제2영역","택1, 제2영역"
229,100861,현대예술의이해,Understanding Contemporary Art,,31002,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이대범,Lee Dae Bum,어의관-302,Eoui Hall(040)-302,보기,N,,"택1, 제2영역","택1, 제2영역"
230,100864,생명과인간,Life and Human Beings,,31003,교필,General Education Required Course,3,수(3 ~ 5),Wed(3 ~ 5),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김민영,김민영,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제1영역","택1, 제1영역"
231,100864,생명과인간,Life and Human Beings,,31005,교필,General Education Required Course,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김진영,Kim Chin Young,어의관-101,Eoui Hall(040)-101,보기,N,,"택1, 제1영역","택1, 제1영역"
232,100864,생명과인간,Life and Human Beings,,31002,교필,General Education Required Course,3,월(3 ~ 5),Mon(3 ~ 5),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김민영,김민영,어의관-202,Eoui Hall(040)-202,보기,N,,"택1, 제1영역","택1, 제1영역"
233,100864,생명과인간,Life and Human Beings,,31001,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,백욱인,"PAIK, WOOKINN",어의관-312,Eoui Hall(040)-312,보기,N,,"택1, 제1영역","택1, 제1영역"
234,100864,생명과인간,Life and Human Beings,,31004,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김진영,Kim Chin Young,어의관-101,Eoui Hall(040)-101,보기,N,,"택1, 제1영역","택1, 제1영역"
235,100865,문학적상상력,Literary Imagination,,31004,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,권용선,권용선,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제1영역","택1, 제1영역"
236,100865,문학적상상력,Literary Imagination,,31002,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박태호,박태호,어의관-316,Eoui Hall(040)-316,보기,N,,"택1, 제1영역","택1, 제1영역"
237,100865,문학적상상력,Literary Imagination,,31003,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,권용선,권용선,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제1영역","택1, 제1영역"
238,100865,문학적상상력,Literary Imagination,,31006,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이현정,lee hyeon jeong,어의관-302,Eoui Hall(040)-302,보기,N,,"택1, 제1영역","택1, 제1영역"
239,100865,문학적상상력,Literary Imagination,,31009,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,송승환,SONG SEUNG WHAN,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제1영역","택1, 제1영역"
240,100865,문학적상상력,Literary Imagination,영어강좌,31001,교필,General Education Required Course,3,금(2 ~ 4),Fri(2 ~ 4),24,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,BensonMatthew,"Benson, Matthew Edward",국제관-223,International Hall(038)-223,보기,Y,,"택1, 제1영역","택1, 제1영역"
241,100865,문학적상상력,Literary Imagination,,31008,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,송승환,SONG SEUNG WHAN,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제1영역","택1, 제1영역"
242,100865,문학적상상력,Literary Imagination,,31005,교필,General Education Required Course,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,권용선,권용선,어의관-202,Eoui Hall(040)-202,보기,N,,"택1, 제1영역","택1, 제1영역"
243,100865,문학적상상력,Literary Imagination,,31007,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이현정,lee hyeon jeong,어의관-302,Eoui Hall(040)-302,보기,N,,"택1, 제1영역","택1, 제1영역"
244,100934,음악의이해,Understanding Music,,31001,교선,General Education Elective,3,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,황순학,황순학,어의관-204,Eoui Hall(040)-204,보기,N,,,
245,100934,음악의이해,Understanding Music,,31002,교선,General Education Elective,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,황순학,황순학,어의관-204,Eoui Hall(040)-204,보기,N,,,
246,100958,읽기와쓰기의즐거움,Advanced  Reading & Writing,,31001,교선,General Education Elective,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,전승주,전승주,어의관-310,Eoui Hall(040)-310,보기,N,,,
247,100959,발표와토론,Presentation & Debate,,31001,교선,General Education Elective,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이민호,이민호,어의관-610,Eoui Hall(040)-610,보기,N,,,
248,100961,통계의활용,Practices in Statistics,,31001,교선,General Education Elective,3,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김태수,"KIM, TAE SOO",어의관-315,Eoui Hall(040)-315,보기,N,,일반+사이버(70%미만)강좌,
249,100964,회계학개론,Introducion to Acconuting,,31001,교선,General Education Elective,3,수(6 ~ 8),Wed(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이상욱,"Lee, SangWook",무궁관-607,Mugung Hall(057)-607,보기,N,,,
250,100965,발명기법과특허의이해,Presentation & Debate,,31001,교선,General Education Elective,3,금(6 ~ 8),Fri(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이미경,이미경,어의관-101,Eoui Hall(040)-101,보기,N,,,
251,100965,발명기법과특허의이해,Presentation & Debate,,31002,교선,General Education Elective,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,신교원,신교원,다빈치관-217,Davinci Hall(039)-217,보기,N,,,
252,100975,삶의윤리학,Ethics of Life,,11026,교필,General Education Required Course,2,목(8 ~ 9),Thu(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이선희,이선희,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
253,100975,삶의윤리학,Ethics of Life,,11025,교필,General Education Required Course,2,목(6 ~ 7),Thu(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이선희,이선희,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
254,100975,삶의윤리학,Ethics of Life,,11013,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정지훈,정지훈,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
255,100975,삶의윤리학,Ethics of Life,,11003,교필,General Education Required Course,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,우상권,우상권,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
256,100975,삶의윤리학,Ethics of Life,,11011,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정지훈,정지훈,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
